room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
14521342,1127,27283980,Entire home/apt,,Zurich,,Kreis 2,8,5,3,1,,92,,"Clean, convenient, cosy Studio",49:25.2,47.342202,8.533628,0101000020E6100000B47570B0371121401A506F46CDAB4740
10427405,1127,4818418,Entire home/apt,,Zurich,,Kreis 3,87,4.5,2,1,,92,,Great studio in Zurich center #10,49:25.2,47.372272,8.522335,0101000020E6100000C11C3D7E6F0B2140B79BE09BA6AF4740
11644814,1127,28333633,Entire home/apt,,Zurich,,Kreis 5,18,5,2,0,,97,,Spacious studio in the heart of ZH!,49:25.2,47.383789,8.528127,0101000020E6100000E94482A9660E214043C879FF1FB14740
3613619,1127,18207531,Entire home/apt,,Zurich,,Kreis 10,11,5,2,1,,88,,Cosy flat with an amazing view,49:25.2,47.397278,8.520132,0101000020E6100000C634D3BD4E0A2140CCB56801DAB24740
17508000,1127,17877478,Entire home/apt,,Zurich,,Kreis 4,5,5,2,1,,99,,"Central, hip & modern area",49:23.7,47.376461,8.528968,0101000020E6100000D542C9E4D40E2140179CC1DF2FB04740
14229721,1127,86497225,Entire home/apt,,Zurich,,Kreis 6,24,4.5,2,1,,97,,Cosy Downtown Studio,49:23.7,47.381911,8.542798,0101000020E61000001DAB949EE9152140C87DAB75E2B04740
3683192,1127,18715465,Entire home/apt,,Zurich,,Kreis 7,29,4.5,2,0,,100,,B 2re Studio 8008 Zürich-downtown,49:23.7,47.362984,8.559462,0101000020E6100000A2B5A2CD711E2140527C7C4276AE4740
15157960,1127,94601949,Entire home/apt,,Zurich,,Kreis 7,14,5,3,1,,99,,Judy's B&B@Zuerichberg!,49:23.7,47.377502,8.565646,0101000020E6100000F7393E5A9C21214059164CFC51B04740
9781471,1127,23561865,Entire home/apt,,Zurich,,Kreis 1,13,4.5,2,0,,101,,Charming Studio / old town UZ14,49:23.6,47.372916,8.544326,0101000020E610000099B9C0E5B1162140DB1324B6BBAF4740
13662675,1127,79277770,Entire home/apt,,Zurich,,Kreis 6,21,4.5,2,1,,93,,Entire Downtown Studio,49:23.6,47.38452,8.543664,0101000020E61000006C06B8205B16214037548CF337B14740
3872298,1127,20002991,Entire home/apt,,Zurich,,Kreis 9,30,4.5,2,0,,93,,beautiful luxury apartment...,49:23.6,47.388631,8.491069,0101000020E6100000AA285E656DFB20401B9B1DA9BEB14740
15039385,1127,12227344,Entire home/apt,,Zurich,,Kreis 3,32,5,3,1,,100,,Cozy 1BD Roof Top Studio,49:23.6,47.366987,8.521138,0101000020E6100000DC679599D20A21405187156EF9AE4740
15978091,1127,58818657,Entire home/apt,,Zurich,,Kreis 6,6,5,2,0,,98,,Studio Apartment in the City Centre,49:23.6,47.382374,8.548026,0101000020E610000024B726DD961821409C6B98A1F1B04740
6873811,1127,22313750,Entire home/apt,,Zurich,,Kreis 3,38,5,2,1,,93,,Modern flat - Schmiede Widiekon,49:23.6,47.369953,8.517177,0101000020E61000009E7C7A6CCB0821404F07B29E5AAF4740
2759581,1127,10651736,Entire home/apt,,Zurich,,Kreis 1,8,4.5,2,1,,111,,Central 2 room flat with river view,50:47.9,47.373957,8.542908,0101000020E61000003A799109F81521401D8EAED2DDAF4740
16705837,1127,48129601,Entire home/apt,,Zurich,,Kreis 5,6,5,4,1,,107,,Cosy rooftop chalet apartment,50:47.9,47.392699,8.516823,0101000020E610000027A435069D0821400116F9F543B24740
15156589,1127,50348083,Entire home/apt,,Zurich,,Kreis 4,17,4.5,2,0,,123,,Swiss Star Center - Studio,50:47.9,47.377359,8.529282,0101000020E610000013B9E00CFE0E2140F6ECB94C4DB04740
8189712,1127,35989119,Entire home/apt,,Zurich,,Kreis 6,4,4.5,2,1,,106,,Very central flat with sunny garden,50:47.9,47.3833,8.54211,0101000020E61000004BAB21718F152140454772F90FB14740
13571317,1127,4664357,Entire home/apt,,Zurich,,Kreis 3,3,5,4,2,,112,,Spacious 2 Bed Apartment in central Zurich,50:47.9,47.370918,8.519294,0101000020E61000009F0436E7E0092140B6BFB33D7AAF4740
9470027,1127,9044155,Entire home/apt,,Zurich,,Kreis 4,19,4.5,2,1,,112,,Central Zurich Apartment w. Balcony,50:47.9,47.376847,8.529401,0101000020E61000007CF0DAA50D0F2140404CC2853CB04740
7432202,1127,38930966,Entire home/apt,,Zurich,,Kreis 7,19,5,2,1,,111,,Exposed lovely Maisonette lake view,50:46.2,47.367896,8.565397,0101000020E6100000568330B77B212140242A543717AF4740
1957786,1127,7561419,Entire home/apt,,Zurich,,Kreis 4,4,5,3,2,,112,,"modern, urban & central apartment",50:46.2,47.375456,8.534272,0101000020E610000047567E198C112140228B34F10EB04740
15514339,1127,8863512,Entire home/apt,,Zurich,,Kreis 8,6,5,5,2,,112,,Perfectly located apartment in city center 110m2,50:46.2,47.364464,8.551595,0101000020E61000003546EBA86A1A2140E048A0C1A6AE4740
13842275,1127,81685146,Entire home/apt,,Zurich,,Kreis 3,4,5,4,2,,105,,"Charming apartment, 10min from city center",50:46.2,47.366327,8.503157,0101000020E6100000C78157CB9D01214026529ACDE3AE4740
17022906,1127,78080747,Entire home/apt,,Zurich,,Kreis 4,5,5,4,1,,104,,Central 2R Apartment with balcony & parking,50:46.2,47.377251,8.520467,0101000020E6100000624B8FA67A0A214010B1C1C249B04740
6203434,1127,23561865,Entire home/apt,,Zurich,,Kreis 1,14,5,2,0,,107,,Charmin Studio / old town UZ8,50:46.2,47.372592,8.544711,0101000020E6100000FC8A355CE416214028603B18B1AF4740
16792163,1127,111595612,Entire home/apt,,Zurich,,Kreis 4,14,4.5,4,2,,123,,Heart of Zurich,50:46.2,47.371783,8.525558,0101000020E6100000664D2CF0150D2140B91AD99596AF4740
751660,1127,3952536,Entire home/apt,,Zurich,,Kreis 3,57,5,2,1,,112,,Entire flat in a trendy area,50:46.2,47.375088,8.515912,0101000020E6100000583A1F9E250821409F8F32E202B04740
5072076,1127,13570663,Entire home/apt,,Zurich,,Kreis 1,129,4.5,4,0,,107,,Beautiful studio in city center at historical area,50:46.2,47.372557,8.544364,0101000020E61000004F3DD2E0B6162140AC72A1F2AFAF4740
4757383,1127,13801139,Entire home/apt,,Zurich,,Kreis 7,159,5,2,1,,119,,Beautiful City Center Apartment,50:46.2,47.372346,8.553,0101000020E61000004260E5D0221B2140F165A208A9AF4740
15881977,1127,22422574,Entire home/apt,,Zurich,,Kreis 1,26,4.5,4,1,,105,,City center — Bahnhofstrasse and Rennweg in 50 mt!,50:46.2,47.372846,8.540471,0101000020E610000072DF6A9DB8142140E338F06AB9AF4740
17577102,1127,24576088,Entire home/apt,,Zurich,,Kreis 1,6,5,4,1,,124,,Nice 2 room appartement in center,50:46.2,47.376241,8.544158,0101000020E6100000AAB69BE09B162140093543AA28B04740
2743999,1127,1514700,Entire home/apt,,Zurich,,Kreis 2,10,4.5,5,2,,93,,Lakeside Duplex with Stunning Views,50:43.6,47.340903,8.532458,0101000020E6100000B5FCC0559E102140DC0DA2B5A2AB4740
2799895,1127,10367717,Entire home/apt,,Zurich,,Kreis 3,11,5,2,1,,93,,Charmante Wohnung mit tollem Blick,50:43.6,47.365876,8.521795,0101000020E6100000C16ED8B6280B214016325706D5AE4740
13946004,1127,6035071,Entire home/apt,,Zurich,,Kreis 3,5,5,3,1,,88,,Sunny private apartment with balcony,50:43.6,47.362851,8.521581,0101000020E6100000116E32AA0C0B21401329CDE671AE4740
1833300,1127,9280561,Entire home/apt,,Zurich,,Kreis 1,196,4.5,2,1,,101,,Bellevue!-Studio at the LAKE,49:22.0,47.367839,8.544056,0101000020E610000099620E828E162140BF982D5915AF4740
12922634,1127,8784820,Entire home/apt,,Zurich,,Kreis 8,4,5,3,1,,91,,"2 rooms flat, 6th floor kitchen, bath, privacy",49:22.0,47.354563,8.557231,0101000020E61000007FA2B2614D1D214092AF045262AD4740
9526343,1127,49352339,Entire home/apt,,Zurich,,Kreis 6,21,5,2,1,,92,,Sunny central flat - zentral & sonnig,49:22.0,47.388649,8.540941,0101000020E61000008E210038F6142140C24F1C40BFB14740
15782017,1127,19946038,Entire home/apt,,Zurich,,Kreis 4,33,4.5,2,1,,95,,I am subletting my cosy flat perfectly situated,49:22.0,47.380139,8.514214,0101000020E61000006B4AB20E4707214092770E65A8B04740
256765,1127,1219996,Entire home/apt,,Zurich,,Kreis 4,40,5,1,3,,93,,F. White Room (for 1 person),49:22.0,47.378549,8.523394,0101000020E610000062D8614CFA0B21407D772B4B74B04740
15270307,1127,25355944,Entire home/apt,,Zurich,,Kreis 6,6,4.5,2,1,,85,,"Central, large balcony, near tram station",49:22.0,47.390646,8.539447,0101000020E6100000C2D9AD6532142140172829B000B24740
16975882,1127,109339987,Entire home/apt,,Zurich,,Kreis 4,13,5,1,0,,84,,Charming studio at the central railway station,49:21.9,47.37926,8.536716,0101000020E6100000D97A8670CC1221402A5778978BB04740
14413481,1127,88545712,Entire home/apt,,Zurich,,Kreis 2,46,5,4,2,,93,,Gemütliche 3-Zimmerwohnung  und 2 Balkonen,49:21.9,47.360923,8.525935,0101000020E6100000BEA4315A470D2140E6AF90B932AE4740
7479825,1127,12781821,Entire home/apt,,Zurich,,Kreis 4,22,4.5,2,1,,95,,Central Studio w/ Balcony Zurich,49:21.9,47.379126,8.527402,0101000020E6100000A3B08BA2070E21401A88653387B04740
7683765,1127,40284388,Entire home/apt,,Zurich,,Kreis 11,85,5,2,0,,88,,Studiowohnung mit Garten.,49:21.9,47.403556,8.54227,0101000020E61000002F34D769A4152140630D17B9A7B34740
16263857,1127,13570663,Entire home/apt,,Zurich,,Kreis 1,19,4.5,2,0,,102,,Boutique  studio at the beautiful oldtown,49:21.9,47.373088,8.543904,0101000020E6100000C153C8957A162140D943FB58C1AF4740
15556987,1127,871357,Entire home/apt,,Zurich,,Kreis 4,11,4.5,2,1,,93,,Most central in Zurich,49:21.9,47.373811,8.528349,0101000020E6100000A5BF97C2830E21404AF1F109D9AF4740
15562015,1127,21380976,Entire home/apt,,Zurich,,Kreis 4,8,5,2,0,,97,,‘Pied-à-terre’ in Zurich's Heart,49:21.9,47.370969,8.527325,0101000020E6100000F5B9DA8AFD0D2140386A85E97BAF4740
12907686,1127,4818418,Entire home/apt,,Zurich,,Kreis 4,80,4.5,2,1,,92,,Great studio in Zurich center #504,49:21.9,47.373739,8.523879,0101000020E6100000541F48DE390C2140B01EF7ADD6AF4740
2268476,1127,11583529,Entire home/apt,,Zurich,,Kreis 7,166,5,2,0,,99,,"Central Studio+balcony, lake 10 min",49:21.9,47.367302,8.552554,0101000020E6100000488C9E5BE81A2140B1E07EC003AF4740
17501090,1127,118615831,Entire home/apt,,Zurich,,Kreis 3,0,,4,1,,80,,AN AMAZING VIEW,49:21.1,47.360978,8.522253,0101000020E6100000CC79C6BE640B2140AA49F08634AE4740
1720954,1127,9071951,Entire home/apt,,Zurich,,Kreis 6,4,4.5,3,0,,82,,Beautiful Apartment in Zurich City,49:21.1,47.406208,8.536425,0101000020E61000007B832F4CA6122140D1AFAD9FFEB34740
577683,1127,1240329,Entire home/apt,,Zurich,,Kreis 10,5,5,2,1,,82,,Elegant Spacious Garden-Suite ZHR,49:21.1,47.40419,8.495935,0101000020E61000002EE23B31EBFD204064AF777FBCB34740
14138774,1127,3006469,Entire home/apt,,Zurich,,Kreis 10,4,5,4,2,,82,,very nice room in a very bright and beautiful ap,49:20.0,47.393573,8.520028,0101000020E610000032022A1C410A214058CB9D9960B24740
3385195,1127,2442733,Entire home/apt,,Zurich,,Kreis 9,20,5,2,1,,82,,Very spacious studio ,49:20.0,47.38334,8.499598,0101000020E6100000454B1E4FCBFF2040D39FFD4811B14740
14380804,1127,980277,Entire home/apt,,Zurich,,Kreis 8,4,4,3,2,,82,,"Spacious Seefeld flat, perfect for couples!",49:20.0,47.351868,8.566266,0101000020E610000069ACFD9DED2121402541B8020AAD4740
2026627,1127,10410467,Entire home/apt,,Zurich,,Kreis 7,26,5,2,0,,82,,"Studio for 2, central",49:20.0,47.366572,8.560117,0101000020E610000005DEC9A7C71E21408DD0CFD4EBAE4740
2032206,1127,10432715,Entire home/apt,,Zurich,,Kreis 3,9,4,2,0,,75,,cozy and clean apartment in zurich ,49:20.0,47.36886,8.51381,0101000020E61000002CB7B41A12072140BA66F2CD36AF4740
1417984,1127,6011932,Entire home/apt,,Zurich,,Kreis 9,4,5,2,1,,65,,Very nice flat close to Zurich City,49:18.5,47.382591,8.477703,0101000020E6100000F566D47C95F42040395FECBDF8B04740
10895002,1127,25291258,Entire home/apt,,Zurich,,Kreis 11,9,5,2,1,,81,,1.5 room apartment in Zurich (Kreis 11),49:18.5,47.417729,8.546056,0101000020E6100000B491EBA6941721409FCBD42478B54740
12779777,1127,30157571,Entire home/apt,,Zurich,,Kreis 9,6,5,2,2,,82,,Charming apartment in Zurich,49:18.5,47.385994,8.48872,0101000020E610000060CD018239FA2040E2395B4068B14740
1635990,1127,8663655,Entire home/apt,,Zurich,,Kreis 4,52,4.5,2,1,,82,,Best Location & Quiet @ Down Town,49:18.5,47.37567,8.527307,0101000020E61000005CE7DF2EFB0D21404E0B5EF415B04740
5000434,1127,7926514,Entire home/apt,,Zurich,,Kreis 11,6,4.5,4,1,,72,,calm flat/close to Airport City ETH,49:18.4,47.419391,8.51165,0101000020E61000002EFF21FDF60521404D9EB29AAEB54740
6597407,1127,22254359,Entire home/apt,,Zurich,,Kreis 11,4,4.5,4,2,,66,,3-Zimmer-Wohnung zur Zwischenmiete,49:18.4,47.41634,8.508369,0101000020E6100000B7990AF14804214021020EA14AB54740
8198349,1127,13401317,Entire home/apt,,Zurich,,Kreis 3,18,4.5,2,1,,82,,Cozy apartment in trendy area,49:18.4,47.366288,8.519905,0101000020E6100000C30DF8FC300A214068757286E2AE4740
5705693,1127,25453979,Entire home/apt,,Zurich,,Kreis 12,10,5,4,2,,67,,3 room apartement in Zurich,49:17.0,47.397677,8.587946,0101000020E6100000C7A01342072D21408AAF7614E7B24740
12820130,1127,12927638,Entire home/apt,,Zurich,,Kreis 8,17,4.5,2,1,,74,,Wunderschöne Dachwohnung nahe See,49:17.0,47.348315,8.56707,0101000020E6100000DF15C1FF5622214066DAFE9595AC4740
4471811,1127,8525630,Entire home/apt,,Zurich,,Kreis 9,11,5,4,2,,82,,Charming Flat in 60's/ 70's Style,49:17.0,47.374991,8.499089,0101000020E61000003196E99788FF2040ADA580B4FFAF4740
7639974,1127,40087911,Entire home/apt,,Zurich,,Kreis 4,4,5,1,1,,81,,Small apartment with balcony,49:17.0,47.382139,8.510218,0101000020E61000003BA92F4B3B05214059C345EEE9B04740
14298755,1127,19435683,Entire home/apt,,Zurich,,Kreis 11,4,5,2,0,,82,,Cozy Studio bet. center & airport,49:17.0,47.416311,8.541664,0101000020E610000052D7DAFB5415214087FBC8AD49B54740
10604975,1127,50348083,Entire home/apt,,Zurich,,Kreis 6,5,3.5,2,0,,82,,Swiss Star Irchel - Studio,49:17.0,47.39626,8.545644,0101000020E61000006A847EA65E172140425BCEA5B8B24740
11652595,1127,19778582,Entire home/apt,,Zurich,,Kreis 11,11,4.5,2,1,,70,,2.5 Zimmer Wohnung an guter Lage,49:17.0,47.416554,8.544175,0101000020E6100000029A081B9E1621404D8237A451B54740
13554878,1127,23626005,Entire home/apt,,Zurich,,Kreis 10,13,5,2,1,,82,,Beautiful city apartment with cozy balcony,49:17.0,47.396027,8.515145,0101000020E61000005665DF15C10721409FAA4203B1B24740
16737219,1127,70835278,Entire home/apt,,Zurich,,Kreis 11,3,4,2,1,,77,,"Cozy 3.5-Room Apt with Balcony, Airport 10 min",49:16.9,47.426893,8.549991,0101000020E61000004D309C6B9819214017F2086EA4B64740
7828561,1127,10504230,Entire home/apt,,Zurich,,Kreis 9,29,5,2,1,,67,,Pure relaxation. Room with garden,49:15.2,47.371788,8.484198,0101000020E6100000C493DDCCE8F72040CB85CABF96AF4740
8586403,1127,30540681,Entire home/apt,,Zurich,,Kreis 6,18,5,2,0,,82,,Studio near Central-City Center!,49:15.2,47.381322,8.546007,0101000020E61000002EC6C03A8E172140669FC728CFB04740
13844975,1127,81722077,Entire home/apt,,Zurich,,Kreis 9,7,4.5,2,1,,78,,Apartment with nice view and own garden,49:07.9,47.36675,8.489993,0101000020E6100000B189CC5CE0FA20406DE7FBA9F1AE4740
6339736,1127,27415613,Entire home/apt,,Zurich,,Kreis 9,5,5,2,1,,78,,Bright apartment with balcony next to Werdinsel,49:07.9,47.397838,8.491045,0101000020E610000088BA0F406AFB2040938D075BECB24740
14037059,1127,14555956,Entire home/apt,,Zurich,,Kreis 3,4,5,2,1,,68,,Gemütliche Gartenwohnung,49:07.9,47.359987,8.512179,0101000020E61000005E656D533C06214019FED30D14AE4740
16926686,1127,113072695,Entire home/apt,,Zurich,,Kreis 10,9,5,2,1,,74,,nice appartement - near Limmat and Prime Tower,49:07.9,47.394755,8.517512,0101000020E61000003A933655F70821405C77F35487B24740
1077946,1127,5931162,Entire home/apt,,Zurich,,Kreis 4,22,5,2,1,,74,,"cozy,District 4/3, Heart of Zurich",49:06.3,47.371503,8.526851,0101000020E6100000D4BA0D6ABF0D2140D5AE09698DAF4740
4537943,1127,7132075,Entire home/apt,,Zurich,,Kreis 5,3,4.5,2,1,,82,,Spacy rooftop flat -  top central,49:06.2,47.388421,8.527823,0101000020E61000003927F6D03E0E2140310A82C7B7B14740
8136773,1127,2219213,Entire home/apt,,Zurich,,Kreis 4,9,4.5,2,0,,71,,cozy stay in best location,49:06.2,47.377739,8.520359,0101000020E6100000C85BAE7E6C0A21403DB665C059B04740
13274131,1127,3254764,Entire home/apt,,Zurich,,Kreis 3,3,4.5,3,2,,72,,"Quiet, bright flat in Zurich's trendy café quarter",49:06.2,47.368469,8.515497,0101000020E61000004A5F0839EF0721407F4B00FE29AF4740
685047,1127,3493320,Entire home/apt,,Zurich,,Kreis 4,86,4.5,2,1,,82,,charming flat : the heart of zurich,49:06.2,47.374371,8.523116,0101000020E6100000570740DCD50B214010C99063EBAF4740
10001801,1127,29979131,Entire home/apt,,Zurich,,Kreis 10,13,4.5,2,1,,72,,Central stylish sunny with balcony,49:06.2,47.395669,8.525186,0101000020E610000055A2EC2DE50C214040852348A5B24740
15403539,1127,17748997,Entire home/apt,,Zurich,,Kreis 4,3,4.5,2,1,,70,,Central cosy Room in hip Kreis 4,49:06.2,47.379697,8.510106,0101000020E61000009CFC169D2C052140D5B14AE999B04740
4877857,1127,25092680,Entire home/apt,,Zurich,,Kreis 2,12,5,2,1,,74,,Cozy 1 1/2 room Studio-flat in Zurich Wollishofen,49:06.2,47.337304,8.5325,0101000020E6100000713D0AD7A3102140AE6708C72CAB4740
14466450,1127,23121436,Entire home/apt,,Zurich,,Kreis 12,4,5,3,2,,77,,Charming 2 room apartment + garden,49:06.2,47.402774,8.564368,0101000020E61000005FD1ADD7F4202140EDD632198EB34740
10899936,1127,36591672,Entire home/apt,,Zurich,,Kreis 4,3,5,2,1,,72,,1.5 Bedroom Apartment,49:06.2,47.378696,8.515658,0101000020E61000006FD74B530408214021904B1C79B04740
2789296,1127,10651736,Entire home/apt,,Zurich,,Kreis 1,5,5,1,0,,71,,Cosy studio in Zurich old town,49:04.5,47.376376,8.54463,0101000020E610000049D74CBED9162140E97FB9162DB04740
17236152,1127,15882544,Entire home/apt,,Zurich,,Kreis 4,3,5,2,0,,67,,Central studio,49:04.5,47.375577,8.531159,0101000020E6100000BFF38B12F40F21409D103AE812B04740
16419652,1127,24370494,Entire home/apt,,Zurich,,Kreis 3,4,5,2,0,,64,,Cosy central Studio at Idaplatz,49:04.5,47.373332,8.514577,0101000020E61000002E8CF4A2760721406F46CD57C9AF4740
1231953,1127,6713448,Entire home/apt,,Zurich,,Kreis 6,4,5,1,1,,67,,Beautiful 1-bedroom apartment ,49:04.5,47.382693,8.544342,0101000020E6100000B0AD9FFEB31621403EB48F15FCB04740
13618842,1127,78867129,Entire home/apt,,Zurich,,Kreis 4,3,5,2,0,,81,,Cozy apartment in the centre of Zurich,49:04.5,47.376723,8.52744,0101000020E610000059349D9D0C0E21405453927538B04740
8405119,1127,4014006,Entire home/apt,,Zurich,,Kreis 6,35,5,2,1,,72,,Well located comfortable apartment,49:04.5,47.380306,8.541554,0101000020E61000003509DE90461521407D3CF4DDADB04740
14659604,1127,88346063,Entire home/apt,,Zurich,,Kreis 6,9,5,2,1,,72,,Sweet and cosy Apartment in City Center,49:04.5,47.382043,8.548465,0101000020E610000054008C67D01821403755F7C8E6B04740
16126503,1127,5683493,Entire home/apt,,Zurich,,Kreis 6,4,5,3,1,,79,,Affordable 2roomed flat central location near HB,49:04.5,47.390229,8.539683,0101000020E6100000126A865451142140B3791C06F3B14740
13440204,1127,76146597,Entire home/apt,,Zurich,,Kreis 4,26,4.5,3,1,,81,,"cosy, central apartment next to HB",49:04.5,47.377827,8.530242,0101000020E610000067EE21E17B0F2140DD4598A25CB04740
16184545,1127,105681524,Entire home/apt,,Zurich,,Kreis 7,4,5,2,1,,82,,Studio with kitchen and balcony,49:04.5,47.365837,8.563983,0101000020E6100000FCFF3861C220214058552FBFD3AE4740
13785412,1127,5419950,Entire home/apt,,Zurich,,Kreis 4,3,4.5,1,2,,72,,"Fancy flat in Zurich, close to the centre",49:03.0,47.381428,8.505558,0101000020E61000005C76887FD8022140ACE3F8A1D2B04740
15557499,1127,14750154,Entire home/apt,,Zurich,,Kreis 3,11,4.5,2,1,,64,,Cosy and fully furnished apartment in Zurich,49:02.9,47.366189,8.522376,0101000020E61000003B6EF8DD740B2140D593F947DFAE4740
17435267,1127,117963230,Entire home/apt,,Zurich,,Kreis 10,3,4.5,3,3,,72,,Gemütliche Unterkunft mit Ausblick,49:02.9,47.404537,8.502912,0101000020E61000002B8881AE7D012140CF8250DEC7B34740
15496734,1127,6700860,Entire home/apt,,Zurich,,Kreis 6,37,5,3,1,,67,,"Cute apartment, close to transportation and park",49:02.9,47.398516,8.540177,0101000020E6100000501A6A14921421406477819202B34740
3890636,1127,19610180,Entire home/apt,,Zurich,,Kreis 4,111,4.5,2,0,,80,," Stadt Zürich, Appartement-Studio  ",49:02.9,47.380321,8.507374,0101000020E610000071AE6186C6032140B37DC85BAEB04740
17522487,1127,118808751,Entire home/apt,,Zurich,,Kreis 9,3,5,2,1,,72,,Modern Apartment in City,49:02.9,47.387591,8.483195,0101000020E6100000732EC55565F72040AA9CF6949CB14740
14125409,1127,56998916,Entire home/apt,,Zurich,,Kreis 4,31,5,4,1,,71,,Chic + cozy apartment with balcony in city centre!,49:02.9,47.376633,8.516364,0101000020E6100000DAA9B9DC6008214014CC988235B04740
16254974,1127,26784112,Entire home/apt,,Zurich,,Kreis 5,5,4,1,0,,72,,Nice Small Studio at the heart of Zurich,49:02.9,47.382452,8.529856,0101000020E6100000C32D1F49490F21401825E82FF4B04740
3833273,1127,18715465,Entire home/apt,,Zurich,,Kreis 7,6,5,1,0,,74,,A 5li-Zurichs boutique roof-studio ,49:02.9,47.369955,8.557619,0101000020E6100000A741D13C801D2140EFFE78AF5AAF4740
15341716,1127,35842531,Entire home/apt,,Zurich,,Kreis 4,11,5,2,1,,77,,Beautiful Cozy Attic Appartment in the Center,49:02.9,47.374649,8.523837,0101000020E610000098DEFE5C340C2140533D997FF4AF4740
9482978,1127,11075018,Entire home/apt,,Zurich,,Kreis 5,65,4.5,4,2,,77,,2-room + balcony apartment in hip neighbourhood,49:02.9,47.385822,8.530364,0101000020E610000095F3C5DE8B0F2140E509849D62B14740
7481427,1127,39177895,Entire home/apt,,Zurich,,Kreis 7,4,5,2,1,,52,,Gemütliche und Hell 2 Zimmer Wohnung,48:59.6,47.358932,8.585191,0101000020E6100000BBD39D279E2B214073BED87BF1AD4740
14350498,1127,4816094,Entire home/apt,,Zurich,,Kreis 10,5,5,3,1,,59,,"Comfortable and airy flat, great location",48:59.6,47.4056,8.495798,0101000020E61000002CD8463CD9FD2040F9A067B3EAB34740
6310168,1127,32824556,Entire home/apt,,Zurich,,Kreis 12,7,3.5,2,1,,62,,Quiet apartment in Zurich North,48:59.6,47.403483,8.579849,0101000020E6100000923CD7F7E1282140F9BEB854A5B34740
13759810,1127,69550648,Entire home/apt,,Zurich,,Kreis 9,27,4.5,3,0,,61,,Einfach Zürich,48:59.6,47.373803,8.486779,0101000020E610000059C2DA183BF92040C712D6C6D8AF4740
5669137,1127,2138160,Entire home/apt,,Zurich,,Kreis 7,53,4.5,2,0,,62,,Cosy Studio (2 stops to Bellevue),48:58.0,47.373827,8.554863,0101000020E61000005985CD00171C21404FAE2990D9AF4740
8842314,1127,25761940,Entire home/apt,,Zurich,,Kreis 11,3,5,2,1,,62,,Charming 2-room apt w/ balcony,48:58.0,47.405217,8.55523,0101000020E61000002384471B471C214041649126DEB34740
6024551,1127,1481871,Entire home/apt,,Zurich,,Kreis 9,3,5,3,1,,62,,2-Zimmer Küche Bad Balkon,48:58.0,47.381322,8.484706,0101000020E6100000965984622BF82040669FC728CFB04740
10376433,1127,22789053,Entire home/apt,,Zurich,,Kreis 10,6,4.5,2,1,,62,,"lovely apartment, 5min from Zürich city",48:57.9,47.394019,8.532464,0101000020E61000003D98141F9F1021405680EF366FB24740
12531402,1127,8867123,Entire home/apt,,Zurich,,Kreis 10,27,5,2,0,,50,,NEU:In der Stadt und doch im Grünen,48:56.5,47.413025,8.481491,0101000020E6100000FDA204FD85F6204017B7D100DEB44740
1753197,1127,1744609,Entire home/apt,,Zurich,,Kreis 7,26,4.5,2,0,,60,,Top floor studio central Zurich,48:56.5,47.371442,8.553584,0101000020E6100000802DAF5C6F1B2140302E55698BAF4740
17023311,1127,59335693,Entire home/apt,,Zurich,,Kreis 2,3,5,3,1,,62,,"Möblierte 3,5 Zimmer Wohnung im Kreis 2 ab sofort",48:56.5,47.349473,8.529475,0101000020E61000006519E258170F2140E2EA0088BBAC4740
9838347,1127,2138160,Entire home/apt,,Zurich,,Kreis 4,32,4,2,1,,60,,Top Modern Central Flat (Terasse),48:56.5,47.379055,8.527668,0101000020E61000009D4A06802A0E21405131CEDF84B04740
13055680,1127,7459779,Entire home/apt,,Zurich,,Kreis 3,5,5,3,2,,62,,Room in stylish 3 bedroom apartment,48:56.5,47.378127,8.503984,0101000020E61000001F6ADB300A022140075E2D7766B04740
13902872,1127,82423048,Entire home/apt,,Zurich,,Kreis 10,3,5,2,2,,62,,Cozy apartment in urban & nature environment,48:56.5,47.39689,8.521709,0101000020E6100000C70E2A711D0B2140020EA14ACDB24740
363341,1127,1602673,Entire home/apt,,Zurich,,Kreis 5,65,5,2,1,,52,,Apartment in the middle of Zurich 31.7.-17.8.2017,48:56.5,47.383902,8.528695,0101000020E6100000111E6D1CB10E21403B6F63B323B14740
5073058,1127,26197569,Entire home/apt,,Zurich,,Kreis 4,6,5,2,0,,57,,Coole Stadtwohnung für Citytrips,48:54.7,47.37878,8.508926,0101000020E61000000F2BDCF2910421407F30F0DC7BB04740
5092043,1127,20181292,Entire home/apt,,Zurich,,Kreis 7,6,5,1,1,,54,,Cosy hideaway in Zurich centre,48:54.7,47.366455,8.558391,0101000020E6100000F0C2D66CE51D2140543A58FFE7AE4740
597965,1127,2840051,Entire home/apt,,Zurich,,Kreis 3,18,5,2,1,,50,,"Bright & cozy apartment, downtown",48:53.2,47.365005,8.515057,0101000020E6100000D926158DB507214030F0DC7BB8AE4740
11370538,1127,33381219,Entire home/apt,,Zurich,,Kreis 6,7,4.5,2,0,,62,,Studio-attic in the heart of Zurich,48:53.2,47.384759,8.545672,0101000020E610000092AF045262172140BCEB6CC83FB14740
