room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
16426025,107676685,Private room,,Adelaide,11,5,2,1,39,,-41.304657,174.778581,37:39.1
18074949,10548326,Private room,,Kingston-Mornington,0,0,2,1,25,,-41.322484,174.765783,37:37.6
14472660,29723893,Private room,,Miramar,50,4,2,1,23,,-41.31313,174.821438,37:37.6
16881934,30552618,Private room,,Churton Park South,5,4.5,3,2,32,,-41.215758,174.811877,37:37.6
15899485,68583635,Private room,,Karori Park,4,4,1,1,28,,-41.290708,174.717272,37:37.6
10999161,51080111,Private room,,Raroa,15,5,2,1,39,,-41.230936,174.802661,37:37.6
14059973,49313275,Private room,,Mt Victoria West,7,4.5,2,1,39,,-41.296478,174.783995,37:37.6
14652915,41323510,Private room,,Karori East,18,5,2,1,38,,-41.287217,174.746974,37:37.6
12955829,17627861,Private room,,Brooklyn,0,0,2,1,27,,-41.3015,174.762059,37:37.6
17139639,115218728,Private room,,Ngaio South,0,0,2,1,35,,-41.249795,174.778097,37:37.5
15536609,29723893,Private room,,Miramar,32,4,1,1,20,,-41.31105,174.820862,37:37.5
18164671,65862253,Private room,,Wadestown,0,0,2,1,32,,-41.259962,174.780217,37:37.5
15887969,103037834,Private room,,Glenside North,9,5,2,1,29,,-41.191775,174.8269,37:37.5
16797173,77366970,Private room,,Island Bay West,11,5,2,2,32,,-41.342328,174.766489,37:37.5
17907429,29723893,Private room,,Miramar,2,0,1,1,19,,-41.311703,174.822245,37:37.5
18128229,85768605,Private room,,Hataitai North,0,0,2,1,36,,-41.301939,174.803738,37:37.5
17480307,3364442,Private room,,Newtown East,1,0,2,1,34,,-41.318956,174.782636,37:37.5
14240224,15010865,Private room,,Berhampore East,4,5,2,1,27,,-41.321594,174.778408,37:37.5
17474757,113280108,Private room,,Island Bay West,9,5,4,1,39,,-41.329646,174.771068,37:36.4
6480077,1822632,Private room,,Newlands East,37,4.5,2,1,41,,-41.226968,174.832871,37:36.4
16691839,108107797,Private room,,Thorndon-Tinakori Road,0,0,1,1,22,,-41.272497,174.782748,37:36.4
14573911,56970401,Private room,,Wadestown,1,0,3,1,25,,-41.261001,174.774323,37:36.4
2959156,15036531,Private room,,Churton Park North,29,5,2,1,39,,-41.204285,174.80495,37:36.4
14163632,85675096,Private room,,Ngaio South,4,5,1,1,28,,-41.24947,174.780294,37:36.4
